smiles,value,source,name,units,params
CC(C)(Cl)C(Cl)Cl,144.5,,Boiling point,°C,
C=C(C)CCCCCCCCCCCCC,284,10.1186/s13321-024-00895-0,Boiling point,°C,
BrCCC(Br)CBr,215,Handbook of chemistry and physics 2016,Boiling point,°C,
Cc1ccc(-c2ccc(Br)cc2)cc1,312.5,,Boiling point,°C,
CCCCCCOCOCCCCCC,255,,Boiling point,°C,
CCCCc1ccccc1Cc1ccccc1,315,,Boiling point,°C,
CC(CCCC(=O)O)C(=O)O,209,AAT Bioquest,Boiling point,°C,
CCCCCCCCCCCCCCCCCCC(C)CC,358,,Boiling point,°C,
N#Cc1cccc(CCl)c1,259,,Boiling point,°C,
CCCC[Si](CC)(CCCC)CCCC,253,,Boiling point,°C,
Clc1cc2ccccc2c(Cl)c1Cl,325,GESTIS,Boiling point,°C,
CCCCCCCCCSC,240,,Boiling point,°C,
CCCCCCCC(F)(F)F,129.5,,Boiling point,°C,
CCCOP(Cl)Cl,141.5,,Boiling point,°C,
C=C1C(=O)OC2C1CCC1(C)OC13CC=C(C)C23,404.6,Guidechem,Boiling point,°C,
CCOC=Nc1ccc(C)cc1,231.5,,Boiling point,°C,
N#CCCC(F)(F)F,139.5,,Boiling point,°C,
CCC(=O)OC(C#N)(C#N)CC,227.5,,Boiling point,°C,
COC(C)COC(C)=O,149.5,GESTIS,Boiling point,°C,
COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,606.3,,Boiling point,°C,
CC(C)=CCCC(C)C=O,181,ECHA,Boiling point,°C,
CCCCC(=O)C(C)=O,144,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(C)COC(=O)Cc1ccccc1,252,ECHA,Boiling point,°C,
Cc1cc(C)c(Nc2ccc(Nc3c(C)cc(C)cc3C)c3c2C(=O)c2ccccc2C3=O)c(C)c1,475,ECHA,Boiling point,°C,
C=CC(C)(CCC=C(C)C)OC(=O)CC,223,ECHA,Boiling point,°C,
FC(F)(F)C(F)(Cl)C(F)(F)Cl,34,Handbook of chemistry and physics 2016,Boiling point,°C,
CCC(C)(C)OC,87.3,ECHA,Boiling point,°C,
CC(C)(c1ccc(OCCO)cc1)c1ccc(OCCO)cc1,410,ECHA,Boiling point,°C,
COC(OC)C(C)c1ccccc1,230.4,ECHA,Boiling point,°C,
CN(CCO)c1ccccc1,240,GESTIS,Boiling point,°C,
Cc1ccccc1Nc1ccc(Nc2ccccc2C)c2c1C(=O)c1ccccc1C2=O,598.47,ECHA,Boiling point,°C,
Cc1ccc(N=C=O)cc1Cl,225,ECHA,Boiling point,°C,
CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,555,ECHA,Boiling point,°C,
CC1(C)C=Cc2cc3ccc(=O)oc3cc2O1,142,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,443,ECHA,Boiling point,°C,
BrC(Br)=C(Br)Br,226,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCCCCCCCCCCc1ccc(O)cc1,300,10.1186/s13321-024-00895-0,Boiling point,°C,
CN(C)CCN,108,GESTIS,Boiling point,°C,
FC(F)(Cl)C(F)(Cl)C(F)(F)Cl,73.7,Handbook of chemistry and physics 2016,Boiling point,°C,
CN(C)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,336.78,ECHA,Boiling point,°C,
CCCCCCC1=CCCC1=O,249,ECHA,Boiling point,°C,
OCCN1CCN(CCO)CC1,310,ECHA,Boiling point,°C,
Cc1ccccc1NC(=O)c1cc2ccccc2cc1O,495.8,ECHA,Boiling point,°C,
Oc1cc(O)c(Cl)cc1Cl,254,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(=O)c1cccc(C(F)(F)F)c1,201,ECHA,Boiling point,°C,
N#Cc1cc(C(F)(F)F)ccc1Cl,210,,Boiling point,°C,
FC(Br)(Br)Br,108,Handbook of chemistry and physics 2016,Boiling point,°C,
O=CC(F)(F)C(F)(F)C(F)(F)F,28.5,,Boiling point,°C,
FC(F)(F)C(Cl)(Cl)C(Cl)(Cl)C(F)(F)F,131,,Boiling point,°C,
CC(F)(F)CC(F)(F)F,40,GESTIS,Boiling point,°C,
[Se]=C=[Se],125.5,Handbook of chemistry and physics 2016,Boiling point,°C,
CC1=NC(C)(C)NC(C)(C)C1,171,,Boiling point,°C,
CC(C)(O)CCl,126,,Boiling point,°C,
c1cncc(-c2cccnc2)c1,291.5,Handbook of chemistry and physics 2016,Boiling point,°C,
ClC(Br)(Br)Br,158.5,Handbook of chemistry and physics 2016,Boiling point,°C,
c1ccc(-c2c3ccccc3nc3ccccc23)cc1,404,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(C)CCOC(=O)c1ccccc1C(=O)OCCC(C)C,339,ECHA,Boiling point,°C,
Cc1cccc(C)c1I,228,Handbook of chemistry and physics 2016,Boiling point,°C,
COc1ccc(C(=O)c2ccccc2)cc1,355,Handbook of chemistry and physics 2016,Boiling point,°C,
Cc1ccccc1N=C=O,185,GESTIS,Boiling point,°C,
O=C(Cl)c1cccc(Cl)c1,225,GESTIS,Boiling point,°C,
CCCOC(=O)OCCC,168,GESTIS,Boiling point,°C,
O=Cc1c(F)c(F)c(F)c(F)c1F,167,Handbook of chemistry and physics 2016,Boiling point,°C,
FC(F)(Cl)C(Cl)(Cl)C(F)(F)Cl,112,,Boiling point,°C,
FC1(F)OC1(F)F,-63.5,AAT Bioquest,Boiling point,°C,
COC(OC)(OC)c1ccccc1,87,AAT Bioquest,Boiling point,°C,
Cc1ccccc1Cc1ccccc1,285,GESTIS,Boiling point,°C,
C=CC[Si](C)(C)C,85.95,ECHA,Boiling point,°C,
C#CCCCCCCCCCCCC,252,,Boiling point,°C,
Cc1c(F)c(F)c(F)c(F)c1F,117,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(C)CCOC(=O)CCC(=O)OCCC(C)C,298.5,,Boiling point,°C,
Fc1c(F)c(F)c(I)c(F)c1F,161,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(C)OC(=O)CCC(=O)OC(C)C,226.9,ECHA,Boiling point,°C,
CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],400,ECHA,Boiling point,°C,
Cc1cc(N)n(-c2ccccc2)n1,333,Handbook of chemistry and physics 2016,Boiling point,°C,
Cc1nc2ccccc2n1Cc1ccc(Cl)cc1,241,AAT Bioquest,Boiling point,°C,
CC(=O)NNC(C)=O,305.2,ECHA,Boiling point,°C,
CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1,264,AAT Bioquest,Boiling point,°C,
O=C1C=CC(=O)N1C1CCCCC1,181,ECHA,Boiling point,°C,
CC(C)(C)CS,103.6,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(=O)C#Cc1ccccc1,75,AAT Bioquest,Boiling point,°C,
Ic1ccccc1-c1ccccc1,189,AAT Bioquest,Boiling point,°C,
SCCOCCS,217,Handbook of chemistry and physics 2016,Boiling point,°C,
COc1ccc(Br)cc1F,207.5,,Boiling point,°C,
CCCCS(=O)(=O)Cl,75,AAT Bioquest,Boiling point,°C,
CC(C)Sc1ccccc1,208,Handbook of chemistry and physics 2016,Boiling point,°C,
CO[Si](CCCNC1CCCCC1)(OC)OC,273.6,ECHA,Boiling point,°C,
Cc1ccc(N(CCO)CCO)cc1,300,ECHA,Boiling point,°C,
c1ccc(-c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccc(-c4ccccc4)cc3)cc2)cc1,570,,Boiling point,°C,
FC(F)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,194,,Boiling point,°C,
O=Cc1ccc(-c2ccccc2)cc1,324.46,ECHA,Boiling point,°C,
CC(=O)SC(C)=O,157,,Boiling point,°C,
C1CCC(CCC2CCCCC2)CC1,274,,Boiling point,°C,
ClCCCOc1ccccc1,239,,Boiling point,°C,
C=CCC1CCCC1,127,Handbook of chemistry and physics 2016,Boiling point,°C,
C=CC1OCCO1,115,,Boiling point,°C,
CC(C)SSC(C)C,177,Handbook of chemistry and physics 2016,Boiling point,°C,
c1ccc(CO[Si](OCc2ccccc2)(OCc2ccccc2)OCc2ccccc2)cc1,356,,Boiling point,°C,
C[Si](Cl)(Cl)[Si](C)(Cl)Cl,154,Handbook of chemistry and physics 2016,Boiling point,°C,
CC1(C)CC(=O)C(C)(C)C1,165,,Boiling point,°C,
CC(C)(C)c1ccc(Nc2ccc(Nc3ccc(C(C)(C)C)cc3)c3c2C(=O)c2c(O)ccc(O)c2C3=O)cc1,258,ECHA,Boiling point,°C,
Cc1cc(O)cc(C(C)(C)C)c1,245,,Boiling point,°C,
FC1CCCCC1,103,Handbook of chemistry and physics 2016,Boiling point,°C,
CN1C2CCC1CC(=O)C2,227,Handbook of chemistry and physics 2016,Boiling point,°C,
FC(Cl)Br,39,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCCC(CC)C(=O)Cl,181.65,ECHA,Boiling point,°C,
C1CCCCNCCC1,188,,Boiling point,°C,
Cc1ccccc1P(c1ccccc1C)c1ccccc1C,390.651,ECHA,Boiling point,°C,
NNC1CCCCC1,195,,Boiling point,°C,
S=C=N[Si](N=C=S)(N=C=S)N=C=S,313,,Boiling point,°C,
CCCc1cccc(CCC)c1O,256,,Boiling point,°C,
CCOC(=O)CC(=O)C(C)C,173,Handbook of chemistry and physics 2016,Boiling point,°C,
CCc1ccc(C(C)(C)C)cc1,211,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(C)NC(C)(C)C,99,,Boiling point,°C,
CP(=O)(Oc1ccccc1)Oc1ccccc1,354,ECHA,Boiling point,°C,
CC[Ge](Cl)(Cl)CC,174,,Boiling point,°C,
Cc1ccc(Cl)c(O)c1Cl,239.5,,Boiling point,°C,
Cc1cccc2[nH]ccc12,267,AAT Bioquest,Boiling point,°C,
CCO[Si](C)(N(C)C(=O)c1ccccc1)N(C)C(=O)c1ccccc1,305.4,ECHA,Boiling point,°C,
CCC(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,287.6,ECHA,Boiling point,°C,
COC(O)C(Cl)(Cl)Cl,107.25,,Boiling point,°C,
CCCCCCCCCCCC(C)CC,265,,Boiling point,°C,
CCC(O)CCC(C)C,163.5,,Boiling point,°C,
CC1(C)CC(=O)OC1=O,224,,Boiling point,°C,
CCC[Si](OC(C)=O)(OC(C)=O)OC(C)=O,185.8,ECHA,Boiling point,°C,
C[Si](C)(Cl)CCCC#N,226.25,ECHA,Boiling point,°C,
CO[Si](C)(C)CCCCl,170.95,ECHA,Boiling point,°C,
CC(C)CCCCCCN(CCCCCCC(C)C)CCCCCCC(C)C,362.7,ECHA,Boiling point,°C,
CC1(C)NCCS1,164,ECHA,Boiling point,°C,
C[C@@H]1[C@H](O)C[C@@H]2C[C@H]1C2(C)C,215,,Boiling point,°C,
CC(=O)Oc1ccc(C)c(C)c1,220,,Boiling point,°C,
CC12CCC(CC1)C2(C)C,161,Handbook of chemistry and physics 2016,Boiling point,°C,
CCC(O)c1ccc(OC)cc1,283.3,ECHA,Boiling point,°C,
CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C,256,ECHA,Boiling point,°C,
CCC1(C)CC1,57,Handbook of chemistry and physics 2016,Boiling point,°C,
COC(=O)[C@H](C)O,144,ECHA,Boiling point,°C,
O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Cl,294,ECHA,Boiling point,°C,
O=C(CCCCC(=O)N(CCO)CCO)N(CCO)CCO,230,ECHA,Boiling point,°C,
CC(=O)c1ccc(C)nc1,232,,Boiling point,°C,
O=C(O)CC(C(=O)O)c1ccccc1,317.14,ECHA,Boiling point,°C,
Fc1ccc(Cc2ccc(F)cc2)cc1,266,ECHA,Boiling point,°C,
CC(C)CCCC(C)O,173,Handbook of chemistry and physics 2016,Boiling point,°C,
C(=Nc1ccccc1)=Nc1ccccc1,331,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(=O)N1CSCC1C(=O)O,333.06,ECHA,Boiling point,°C,
CC(C)(C)C(CCC(=O)O)CC(=O)O,298.2,ECHA,Boiling point,°C,
COc1ccc(C)c(N)c1,253,AAT Bioquest,Boiling point,°C,
CC(O)C(=O)c1ccccc1,251,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(C)=CC(C)=NO,185.5,,Boiling point,°C,
CCOC(=O)c1ccccc1NC,278,PubChem,Boiling point,°C,
CC=Cc1cccc(OC)c1O,267.5,,Boiling point,°C,
CCC(C(=O)OC)c1ccccc1,228,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCCC(CC)COC(=O)c1cc(C(=O)OCC(CC)CCCC)c(C(=O)OCC(CC)CCCC)cc1C(=O)OCC(CC)CCCC,664,ECHA,Boiling point,°C,
COC1CC2CC1C1C=CCC21,219.1,ECHA,Boiling point,°C,
C=CC(C)CCCC(C)(C)OC,203.2,ECHA,Boiling point,°C,
CCO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC,225,ECHA,Boiling point,°C,
CCCCC(CC)C(=O)OC(C)C,198.3,ECHA,Boiling point,°C,
C[C@H](O)C(=O)O,216.6,ECHA,Boiling point,°C,
Clc1ccc2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,365.55,GESTIS,Boiling point,°C,
O=S(=O)(O)C(S(=O)(=O)O)S(=O)(=O)O,509.52,ECHA,Boiling point,°C,
CCOc1ccc2ccccc2c1C(=O)Cl,344.25,ECHA,Boiling point,°C,
CC(C)Cc1ncc[nH]1,273.5,,Boiling point,°C,
Clc1cc(Cl)c2c(Cl)cc(Cl)c(Cl)c2c1,348.89,GESTIS,Boiling point,°C,
CCCCCCCCCCCCCCCCCCO[Si](C)(C)OCCCCCCCCCCCCCCCCCC,407,ECHA,Boiling point,°C,
O=C(O)CCCCCCBr,280,AAT Bioquest,Boiling point,°C,
FC(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,223,ECHA,Boiling point,°C,
C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,77,,Boiling point,°C,
FC1(F)C(Cl)=C(Cl)C1(F)F,67,,Boiling point,°C,
O=C1OC(C(Cl)(Cl)Cl)OC1C(Cl)(Cl)Cl,268,,Boiling point,°C,
CC#CCCCCCCCCCCC,253,https://www.stenutz.eu/chem/class.php,Boiling point,°C,
CC12CC3CC(C)(C1)CC(C)(C3)C2,210,,Boiling point,°C,
C=C1C2CC3CC(C2)CC1C3,127.5,,Boiling point,°C,
CC1(C)CCCC(C)(C)C1=O,186.5,,Boiling point,°C,
CCCCCC(c1ccccc1)c1ccccc1,321,,Boiling point,°C,
C[Si]1(C)C[Si](C)(C)C1,121.333336,,Boiling point,°C,
FC(F)(F)c1ccc(N=C=S)cc1,206,,Boiling point,°C,
CC(C)(C)c1ccsc1,168.98,10.1186/s13321-024-00895-0,Boiling point,°C,
C#CCCC(C)C,91,Handbook of chemistry and physics 2016,Boiling point,°C,
c1ccc(OC2CCCCC2)cc1,261,,Boiling point,°C,
C=C(C)CCCCCCC,167,Handbook of chemistry and physics 2016,Boiling point,°C,
Cc1ccncc1N,254,,Boiling point,°C,
COc1ccnc(OC)n1,204.5,,Boiling point,°C,
O=C(CI)c1ccccc1,192,,Boiling point,°C,
C1CC1C1CC1,76,,Boiling point,°C,
CC(C)C(=O)C(C)(C)C,146,Handbook of chemistry and physics 2016,Boiling point,°C,
O=C1CCCCCCCCO1,218,,Boiling point,°C,
C[Si](C)(C)CC[Si](C)(C)C,149.3,,Boiling point,°C,
CCCCCCCCCCCCCCCCC1CCCC1,368,,Boiling point,°C,
CN(C)B(Br)Br,163,,Boiling point,°C,
CC#CC#N,109,,Boiling point,°C,
Cc1ccc(CCc2ccccc2)cc1,287.28,10.1186/s13321-024-00895-0,Boiling point,°C,
CCc1cccc(C(C)(C)C)c1,205,,Boiling point,°C,
N#CC#CC#CC#N,154,,Boiling point,°C,
C=CCCC(C)(C)O,142.5,,Boiling point,°C,
Clc1csc(Cl)c1,167,,Boiling point,°C,
Clc1csc(Cl)c1Cl,209,,Boiling point,°C,
CC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,177,ECHA,Boiling point,°C,
Cn1nccn1,102.5,,Boiling point,°C,
CSB(C)C,71,Handbook of chemistry and physics 2016,Boiling point,°C,
CC1(O)CCC1,119,,Boiling point,°C,
CCCc1ccccc1-c1ccccc1,277,,Boiling point,°C,
COC(OC)c1ccccc1[N+](=O)[O-],275,,Boiling point,°C,
CP(C)CCP(C)C,188,,Boiling point,°C,
C#CCCCCCCCCCCCCCCC,299,,Boiling point,°C,
c1ccc(OCCCCCOc2ccccc2)cc1,181,,Boiling point,°C,
IC#CC#CI,238.1,Guidechem,Boiling point,°C,
CC#CCC(C)C,102,Handbook of chemistry and physics 2016,Boiling point,°C,
CC1SC1(C)C,114,,Boiling point,°C,
FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,116.5,,Boiling point,°C,
CC1=CSCC1,139,,Boiling point,°C,
Fc1ccc(C(c2ccc(F)cc2)N2CCNCC2)cc1,140,ECHA,Boiling point,°C,
CC(=O)OCc1cc(C(C)=O)ccc1OC(C)=O,500,ECHA,Boiling point,°C,
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,210,ECHA,Boiling point,°C,
CCCCNCCC[Si](OC)(OC)OC,238,GESTIS,Boiling point,°C,
CCCCCCCCCCCCc1cccc2ccccc12,415,,Boiling point,°C,
FC(F)C(F)(F)OCC(F)(F)F,56,,Boiling point,°C,
FC1(F)OC(F)(F)C(F)(F)C1(F)F,0.5,,Boiling point,°C,
CC1=C(C)c2ccccc2C1,224,,Boiling point,°C,
CC(=O)C1=NCCS1,222,PubChem,Boiling point,°C,
CC1=CCC(C(C)CC2CCCC2=O)CC1,302,GESTIS,Boiling point,°C,
O=S(=O)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,63.5,,Boiling point,°C,
CN1CCN(c2ccccc2)CC1,266,,Boiling point,°C,
Cc1ocnc1-c1ccccc1,235,,Boiling point,°C,
ON=C(C(F)(F)F)C(F)(F)F,73,,Boiling point,°C,
CC1(C)OCOC1(C)C,116,,Boiling point,°C,
C1CN2CN2C1,163,,Boiling point,°C,
CO[Si](C)(C)CCl,121.25,ECHA,Boiling point,°C,
CCN1CCCC1C,119.5,,Boiling point,°C,
CSc1ccc(C#N)cc1,272,,Boiling point,°C,
C=CCc1ccc(OC)c(O)c1,253.5,,Boiling point,°C,
Fc1cc(Br)cc(F)c1F,142.48,ECHA,Boiling point,°C,
CC(C)/C=C/C(C)C,102.25,,Boiling point,°C,
C/C=C(\C)C(C)C,91,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,421.3,Handbook of chemistry and physics 2016,Boiling point,°C,
C[C@H](c1ccccc1)[C@@H](C)c1ccccc1,290,,Boiling point,°C,
Clc1cc2ccccc2cn1,280.5,,Boiling point,°C,
CC(C)/C=C/C(=O)O,217,Handbook of chemistry and physics 2016,Boiling point,°C,
CC/C=C\CC,66.4,Handbook of chemistry and physics 2016,Boiling point,°C,
Nc1nc(-c2ccc3ccccc3c2)cs1,250,ECHA,Boiling point,°C,
CCC(CC)C(=O)N(C)c1cccc(OC)c1,309.4,ECHA,Boiling point,°C,
CCC[Ge](C)(CCC)CCC,189.5,,Boiling point,°C,
C=CC(C(C)(C)C)C(C)(C)C,164,,Boiling point,°C,
CC1(C)CCC(C)(C)C(O)C1,202,,Boiling point,°C,
CCCCCCCCOc1ccc(-c2nc(-c3ccc(C)cc3C)nc(-c3ccc(C)cc3C)n2)c(O)c1,683.63,ECHA,Boiling point,°C,
FC(F)(F)/C=C\C(F)(F)F,33.5,ECHA,Boiling point,°C,
CC(F)(Cl)C(F)(Cl)Cl,97.7,10.1021/ci049802u,Boiling point,°C,
O=[N+]([O-])OC(CCl)CCl,174,,Boiling point,°C,
C[Si](C)(C)O[Ge](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,198,,Boiling point,°C,
Cl/C=C(\Cl)Br,112,,Boiling point,°C,
C1C[Se]C[Se]C1,250,,Boiling point,°C,
CCCCCCCCCCCCSC(C)(C)CC(C)=O,305,ECHA,Boiling point,°C,
CCO[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)OCC,293.5,,Boiling point,°C,
C=C(F)C(=C)Cl,41,,Boiling point,°C,
Clc1cccc(Br)c1Br,264,,Boiling point,°C,
CCO[Si](OCC)(OCC)N(CC)CC,195.85,ECHA,Boiling point,°C,
CCCC[Si](F)(F)F,51.333332,,Boiling point,°C,
Cn1nccc1C(F)(F)F,140,,Boiling point,°C,
C1C[SiH]2CCC1CC2,158,,Boiling point,°C,
OC1(c2ccccc2-c2ccccc2Br)c2ccccc2-c2ccccc21,500,ECHA,Boiling point,°C,
CCO[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)OCC,227,,Boiling point,°C,
CCCCCCCCCCCCCCC(C)S,330,,Boiling point,°C,
CC(C)(C#N)CCl,176,,Boiling point,°C,
C#CC(C)(C)NCCCC,151,,Boiling point,°C,
CC1(C)S[C@@H]2C(N)C(=O)N2[C@H]1C(=O)O,425.85,ECHA,Boiling point,°C,
Cc1ccc2cc3c(cc2n1)OCO3,307,,Boiling point,°C,
FC(F)(Cl)C(F)(Cl)C(Cl)(Cl)Cl,153,10.1021/ci049802u,Boiling point,°C,
COC(=O)C[C@@H]1C[C@H](C(C)=O)C1(C)C,254.5,,Boiling point,°C,
O=C1CCC(C2CCC(c3ccc(F)c(F)c3)CC2)CC1,410,ECHA,Boiling point,°C,
N#C/C=C/Cl,118,,Boiling point,°C,
CCc1ccc2cc(C)ccc2c1,270.01,10.1186/s13321-024-00895-0,Boiling point,°C,
C[C@H]1CC[C@@H]2C[C@H]1C2(C)C,169,,Boiling point,°C,
Fc1cc(F)c(Cl)cc1Cl,167.5,,Boiling point,°C,
FC(F)(F)CO[Si](OCC(F)(F)F)(OCC(F)(F)F)OCC(F)(F)F,165.5,,Boiling point,°C,
CC1(C)C(=O)[C@H]2CC[C@@H]1C2,193,,Boiling point,°C,
O=C1OC(Cl)(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,336,,Boiling point,°C,
CC1CC(=O)OC1(C)C,219,,Boiling point,°C,
c1ccc(CCCN2CCCCC2)cc1,273,,Boiling point,°C,
CN(P(C(F)(F)F)C(F)(F)F)P(C(F)(F)F)C(F)(F)F,116,,Boiling point,°C,
C=CC1=CCCC1,111.166664,,Boiling point,°C,
Fc1ccc(C2=CCC(C3CCC4(CC3)OCCO4)CC2)cc1F,401,ECHA,Boiling point,°C,
COC(=O)/C=C/C(=O)OCCN1C(=O)CCC1=O,192.5,,Boiling point,°C,
Cc1cnccc1-c1ccncc1C,300,,Boiling point,°C,
FC(F)(F)C(Br)(C(F)(F)F)C(F)(F)Br,97,10.1021/ci049802u,Boiling point,°C,
Cc1ccc2c(n1)CC(C)CC2,238,,Boiling point,°C,
O=C(C(C(F)(F)F)C(F)(F)F)C(C(F)(F)F)C(F)(F)F,102,,Boiling point,°C,
Cc1ccc2c(n1)CCC(C)C2,236,,Boiling point,°C,
CCOC(=O)CNc1ccccc1C,281,,Boiling point,°C,
CC([N+](=O)[O-])C(C)(C)C,168,,Boiling point,°C,
FC(F)(F)c1ccc(Cl)cn1,151.5,,Boiling point,°C,
C[Si]1(C)O[Si](C)(C)O[Si]2(O[Si](C)(C)O1)O[Si](C)(C)O[Si](C)(C)O2,230,,Boiling point,°C,
O=C=NC12CC3CC(CC(C3)C1)C2,135.5,,Boiling point,°C,
Oc1ccc(SC(F)(F)F)cc1,211.5,,Boiling point,°C,
CC(N)CC(C)(C)O,174,,Boiling point,°C,
FC(F)=C(Cl)C(F)(F)Cl,44.5,,Boiling point,°C,
CSP(C(F)(F)F)C(F)(F)F,90.5,,Boiling point,°C,
C[Si](C)(C)N(Br)[Si](C)(C)C,176,,Boiling point,°C,
CCCCCCCCCCCCCCCCCCCCCCCCCCI,467,10.1186/s13321-024-00895-0,Boiling point,°C,
Fc1c(F)c(F)c(N=S(F)F)c(F)c1F,152.5,,Boiling point,°C,
CCCCCCCCCSSCCCCCCCCC,369.01,10.1186/s13321-024-00895-0,Boiling point,°C,
C=C(C)N=C=O,62,,Boiling point,°C,
CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2,212,ECHA,Boiling point,°C,
Cc1ccc(C)n1-c1ccc2ccccc2c1,341,,Boiling point,°C,
CCCCCCCCCCCCC[N+](=O)[O-],311,10.1186/s13321-024-00895-0,Boiling point,°C,
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,972.8,,Boiling point,°C,
C[Si](C)(C)OC(=O)CCl,150.75,,Boiling point,°C,
FC(F)(F)c1cccc(-c2cccc(C(F)(F)F)c2)c1,242.5,,Boiling point,°C,
CCCCCCC(CCCC)COC(=O)c1ccccc1O,334,ECHA,Boiling point,°C,
C[C@@H]1C[C@@H](O)CC(C)(C)N1,204.5,,Boiling point,°C,
CC(C)(C)CC(C)(C)c1ccc(O)c(C=O)c1,296,,Boiling point,°C,
CC(C)[C@@H]1CC[C@H](C)C[C@H]1O,218,,Boiling point,°C,
CC/C=C\CCOC(=O)C/C=C\CC,236.85,ECHA,Boiling point,°C,
CC/C=C\CCc1ccc(C)o1,207.85,ECHA,Boiling point,°C,
COc1ccc(C(C)(C)C)cc1C=O,275,,Boiling point,°C,
C1CC[C@@H]2NCCC[C@@H]2C1,205,,Boiling point,°C,
FC(Br)(Br)C(F)(Br)Br,186.5,,Boiling point,°C,
CCCCCC(C(C)C)C(C)C,196,10.1186/s13321-024-00895-0,Boiling point,°C,
C[C@H](Cl)CC[C@@H](C)Cl,177.5,,Boiling point,°C,
CC(C)=C1CCC(C)(C(=O)O)C1,259.5,,Boiling point,°C,
O=NC1CCCCC1,206,10.1186/s13321-024-00895-0,Boiling point,°C,
CC[C@@H](O)[C@@H]1CCCCN1,226,Handbook of chemistry and physics 2016,Boiling point,°C,
CC1=C(C#N)C(C)(C)CCC1,229,ECHA,Boiling point,°C,
CC1(C)CC=C(CCC=O)CC1,221.85,ECHA,Boiling point,°C,
CCc1ccccc1CBr,225,,Boiling point,°C,
Fc1c(F)c(F)c(N=S(Cl)Cl)c(F)c1F,229,,Boiling point,°C,
C=C(C#N)OCC,132.5,,Boiling point,°C,
COC(=O)n1c(C)ccc1C,216,,Boiling point,°C,
Cc1ccc(Cl)c(C)c1C,219,,Boiling point,°C,
CCO[Si](CN1CCOCC1)(OCC)OCC,241.25,ECHA,Boiling point,°C,
C[Si]1(Cl)O[Si](C)(Cl)O[Si](C)(Cl)O[Si](C)(Cl)O1,220,,Boiling point,°C,
FC(F)(F)C(Cl)(Cl)C(F)(Cl)Cl,111,,Boiling point,°C,
FC(Cl)(Cl)C(F)(Cl)C(Cl)(Cl)Cl,196,,Boiling point,°C,
